time_sec,heart_val
-0.043000000000000003,1.0
-0.042,0.981072465216174
-0.041,0.9623727368490864
-0.04,0.9438996632321432
-0.039,0.9256520926987505
-0.038,0.9076288735823129
-0.037,0.889828854216237
-0.036,0.8722508829339276
-0.034999999999999996,0.8548938080687907
-0.033999999999999996,0.837756477954232
-0.032999999999999995,0.8208377409236568
-0.031999999999999994,0.8041364453104708
-0.030999999999999993,0.7876514394480799
-0.029999999999999992,0.7713815716698892
-0.02899999999999999,0.7553256903093047
-0.02799999999999999,0.739482643699732
-0.02699999999999999,0.7238512801745765
-0.02599999999999999,0.708430448067244
-0.024999999999999988,0.69321899571114
-0.023999999999999987,0.6782157714396702
-0.022999999999999986,0.66341962358624
-0.021999999999999985,0.6488294004842551
-0.020999999999999984,0.6344439504671212
-0.019999999999999983,0.6202621218682438
-0.018999999999999982,0.6062827630210286
-0.01799999999999998,0.5925047222588811
-0.01699999999999998,0.578926847915207
-0.01599999999999998,0.565547988323412
-0.014999999999999979,0.5523669918169015
-0.013999999999999978,0.5393827067290811
-0.012999999999999977,0.5265939813933567
-0.011999999999999976,0.5139996641431337
-0.010999999999999975,0.5015986033118175
-0.009999999999999974,0.4893896472328141
-0.008999999999999973,0.47737164423952894
-0.007999999999999972,0.46554344266536757
-0.0069999999999999715,0.45390389084373556
-0.005999999999999971,0.44245183710803876
-0.00499999999999997,0.4311861297916826
-0.003999999999999969,0.42010561722807255
-0.002999999999999968,0.4092091477506145
-0.001999999999999967,0.39849556969271394
-0.0009999999999999662,0.3879637313877765
3.469446951953614e-17,0.37761248116920776
0.0010000000000000356,0.3674406673704133
0.0020000000000000365,0.3574471383247987
0.0030000000000000374,0.3476307423657696
0.004000000000000038,0.33799032782673166
0.005000000000000039,0.3285247430410904
0.00600000000000004,0.3192328363422516
0.007000000000000041,0.31011345606362073
0.008000000000000042,0.30116545053860333
0.009000000000000043,0.29238766810060524
0.010000000000000044,0.2837789570830317
0.011000000000000044,0.2753381658192887
0.012000000000000045,0.26706414264278155
0.013000000000000046,0.25895573588691606
0.014000000000000047,0.2510117938850978
0.015000000000000048,0.2432311649707323
0.01600000000000005,0.2356126974772252
0.01700000000000005,0.2281552397379821
0.01800000000000005,0.2208576400864088
0.01900000000000005,0.21371874685591058
0.020000000000000052,0.20673740837989324
0.021000000000000053,0.19991247299176249
0.022000000000000054,0.19324278902492353
0.023000000000000055,0.18672720481278235
0.024000000000000056,0.18036456868874437
0.025000000000000057,0.1741537289862154
0.026000000000000058,0.16809353403860086
0.02700000000000006,0.1621828321793064
0.02800000000000006,0.15642047174173776
0.02900000000000006,0.1508053010593003
0.03000000000000006,0.14533616846539976
0.031000000000000062,0.1400119222934418
0.03200000000000006,0.13483141087683187
0.033000000000000064,0.12979348254897574
0.034000000000000065,0.12489698564327902
0.035000000000000066,0.12014076849314714
0.03600000000000007,0.11552367943198588
0.03700000000000007,0.11104456679320078
0.03800000000000007,0.10670227891019744
0.03900000000000007,0.10249566411638149
0.04000000000000007,0.09842357074515855
0.04100000000000007,0.0944848471299342
0.04200000000000007,0.09067834160411398
0.04300000000000007,0.08700290250110362
0.044000000000000074,0.08345737815430862
0.045000000000000075,0.08004061689713471
0.046000000000000076,0.07675146706298747
0.047000000000000076,0.07358877698527239
0.04800000000000008,0.07055139499739524
0.04900000000000008,0.06763816943276155
0.05000000000000008,0.06484794862477684
0.05100000000000008,0.062179580906846776
0.05200000000000008,0.059631914612377025
0.05300000000000008,0.05720379807477316
0.05400000000000008,0.05489407962744082
0.055000000000000084,0.0527016076037856
0.056000000000000084,0.05062523033721296
0.057000000000000085,0.04866379616112865
0.058000000000000086,0.04681615340893834
0.05900000000000009,0.04508115041404749
0.06000000000000009,0.043457635509861925
0.06100000000000009,0.04194445702978684
0.06200000000000009,0.04054046330722831
0.06300000000000008,0.03924450267559158
0.06400000000000008,0.03805542346828251
0.06500000000000009,0.03697207401870662
0.06600000000000009,0.03599330266026945
0.06700000000000009,0.03511795772637688
0.06800000000000009,0.034344887550433974
0.06900000000000009,0.033672940465846846
0.07000000000000009,0.033100964806020844
0.07100000000000009,0.03262780890436186
0.07200000000000009,0.03225232109427509
0.07300000000000009,0.03197334970916632
0.0740000000000001,0.03178974308244135
0.0750000000000001,0.0317003495475054
0.0760000000000001,0.03170401743776444
0.0770000000000001,0.03179959508662393
0.0780000000000001,0.03198593082748952
0.0790000000000001,0.03226187299376672
0.0800000000000001,0.03262626991886124
0.0810000000000001,0.03307796993617864
0.0820000000000001,0.03361582137912453
0.0830000000000001,0.034238672581104516
0.0840000000000001,0.034945371875524135
0.0850000000000001,0.03573476759578917
0.0860000000000001,0.03660570807530512
0.0870000000000001,0.03755704164747746
0.0880000000000001,0.0385876166457121
0.0890000000000001,0.03969628140341431
0.09000000000000011,0.04088188425399006
0.09100000000000011,0.0421432735308448
0.09200000000000011,0.04347929756738395
0.09300000000000011,0.044888804697013375
0.09400000000000011,0.046370643253138534
0.09500000000000011,0.04792366156916505
0.09600000000000011,0.04954670797849865
0.09700000000000011,0.051238630814544744
0.09800000000000011,0.05299827841070913
0.09900000000000012,0.054824499100397286
0.10000000000000012,0.056716141217014855
0.10100000000000012,0.058672053093967516
0.10200000000000012,0.06069108306466076
0.10300000000000012,0.06277207946250027
0.10400000000000012,0.0649138906208916
0.10500000000000012,0.06711536487324044
0.10600000000000012,0.06937535055295221
0.10700000000000012,0.07169269599343293
0.10800000000000012,0.07406624952808773
0.10900000000000012,0.0764948594903224
0.11000000000000013,0.0789773742135427
0.11100000000000013,0.081512642031154
0.11200000000000013,0.08409951127656207
0.11300000000000013,0.0867368302831724
